TweetId,Label,cleaned_text
266028340840902657,Politics,sen akin loses mo heres part of his concession speech u potu
266047613709725696,Politics,wi senate  tammy baldwin now speaking on ns ch 
298285147839664129,Politics,video in english press conference by chief cabinet secretary sugafebruary  amn
303290552630251521,Sports,rt sportscenter blackhawks  have yet to lose in regulation this year every other team in the nhl has at least  regulation lo 
305689042303975424,Sports,penalty to chelsea which lamps takes and hart saves corner taken and cahill heads over the bar  mins played cfc
303516121175306240,Sports,englands katherine brunt continues to head the reliance icc womenus odi bowlers table taking  wickets throughout the tournament
304977850421874688,Politics,america claims to be neutral in asias island disputes but it isntand its entanglement makes war more likely 
253949883181056000,Politics,i will keep america strong amp get the middle class working again we canut afford  more years like the last  years 
279453211155378176,Politics,video in english press conference by chief cabinet secretary fujimuradecember  amn
304266822612574209,Politics,seckerry at uva thomas jefferson believed that people deserved a place to learn a diversity of disciplines
294405455390851072,Politics,dmitry medvedev the priorities of russiaus g presidency are sustainable economic growth increase in jobs and reforming the imf davos
305997296854777856,Sports,indvaus mozzie finishes on  nathlyon   theyve put on  for the final wicket ashwin has 
306666563673657344,Politics,economic survey upward trend in employment maintained overall employment increased by  lakh in june  over june 
34845157509562369,Sports,hussey and hauritz replaced by callum ferguson and the krejzy gang more than suitable replacements
306520372927410176,Sports,jump aboard vline amp get to the  formula xae rolex ausgp with ease   embracetherace
295720823464030208,Politics,pm abes video message in english shown at udjapan night a side event during the davos conference in switzerlandn
281644365124890625,Politics,supreme eurasian economic council meeting 
304270044450418690,Politics,seckerry gives a shout out to usembassyjkt for their work advocating for us businesses in indonesia
304296575549706240,Sports,still  to the blues with  minutes to go cfc
301918756022665217,Sports,if ioa satraps stop grappling with each other amp form strong lobby with other countries wrestling still has chance to make olympic comeback
299833825981259777,Sports,mumbais batting approach today barring sachin and chavan has been inexplicably selfdestructive what gives
301163547109490688,Sports,watch federers big day out in rotterdam at abnamrowttnl  atp
305889435784982528,Sports,indvaus day four about to begin in chennai india  leading by  live scores here 
34085324418318336,Sports,its with much sadness that we bring you the last game of a long summer from the waca unusual lineups from both sides
304202361411342336,Sports,you can watch rafael benitezs pre acspartaen press conference live here in half an hour  cfc
271925488467988480,Politics,the president and the federal antimonopoly service head discussed ways to attract investment to the russian economy 
278858032685907968,Politics,vladimir putin russiaus integrity and sovereignty are unconditional manifestations of separatism should be excluded from political agenda
306230103606689794,Sports,to mark  days to go to the start of the ct we will be providing you with a daily fact as part of the countdown to the event
305960618345787392,Sports,st test over   runs m clarke  m henriques  aus  indvaus  bcci
257169527824068608,Politics,the us is blessed with courageous friends happy birthday to the iron lady margaret thatcher  a tower of strength in the cause of liberty
304463607859671041,Politics,sachinbahad yes indeed mores the pity
301811521632231425,Sports,aussieffanatic cantwaitforausgp see you soon
292603514411167744,Sports,economical over from lynn just  off it   off  needed bbl bigfinals
305604598163460096,Sports,wicket lyon has ashwin playing on unlucky for ravi hitting the ball onto his foot then back on the stumps out for  ind  indvaus
304320227360010241,Politics,the afghan stars of buzkashi boys are on their way to the oscars  wish them luck afghanprogress
306229693483462656,Politics,video in english press conference by chief cabinet secretary suga february  am 
305929041066733568,Sports,theres  overs to go and eng lions need  to win balance is the key hes   ausavengl
299000044751839232,Sports,we had a yearold kid win his first match today at vinadelmar congrats christian garin  atp
306786767812562945,Sports,fl most games have been played at pnefcs deepdale  burnleyofficials turf moor  amp buryfcofficials gigg lane 
306503260028669953,Sports,championship ht burnley  huddersfield leicester  blackburn  bbcfootball
300203343874256898,Sports,this weeks unpower football league showu podcast  a great matchday morning listen  itunes or 
305001363333578753,Politics,rt if you agree the number of guns sold without a background check should be zero wedemandavote 
275661385688551424,Politics,the presidents official visit to turkey meeting of the highlevel russianturkish cooperation council 
295520141108719616,Sports,djokovic its so joyful im vhappy amp blessed to be able to play this sport that i love most in my life ausopen
298799643620425729,Politics,article fhollande i refuse to condemn europe to austerity without end french president in ep debate  euco
301722122374500352,Politics,government meeting on developing financial and insurance markets and setting up an international financial centre 
289421538065801216,Politics,rt rahulkanwal job of tv channels is not to push india amp pak towards nuclear war every night ask sharp questions but also keep sp 
256211455093907456,Politics,on october th one supporter will get a chance to watch the debate with team romneyryan enter here 
301950038387605504,Politics,bcim car rally epic journey of  suvs covering kms kolkata to kunming china flagsoff on nd feb bcim 
305914371769528320,Sports,st test  r ashwin to e cowan  runs  indvaus  bcci
292612860775915520,Sports,the heatbbl players now receiving their medallions on stage bbl bigfinals
305193267136450560,Politics,photo time for ferry crossing will be crossing padma river more photos coming up 
292569583964016640,Sports,six top edge for a maximum behrendorff too quick for pomersbach on the pull   bbl bigfinals
250728752940736513,Politics,economic freedom is the only force in history that has consistently lifted people out of poverty u and kept people out of poverty
306086688223010816,Politics,greyllusionist 
298899371993485312,Sports,rt jptrophy goal leytonorientfc  sufcrootshall ryan leonard has put the visitors in front jpt
305189571421954048,Sports,gone siddle out harbhajan fires one down to siddle who almost glides the ball to sehwag at slip out for   gritty knock indvaus
306665127518810113,Sports,play at mcg scheduled to recommence at pm reduced to  overs per side qldcricket    ryobiodc
266033225749651457,Politics,election reaction  nyc times square  ns ch 
289988748882620416,Politics,victory in a great cause is measured not only by reaching the final goal it is also a triumph to live up to expectations in your lifetime
306523638616715265,Sports,rt tmsproducer solid start england are  after first half hour with cook on  and compton  bbccricket
304482129738358785,Sports,martin guptill needs thumb surgery and will miss the rest of the nzveng odi series hamish rutherford to replace him
303982619643740160,Politics,violence against women and girls begins with their being undervalued says melanne verveer sgwi
299120604316065794,Sports,geoff bent  u aged  fullback rememberingmunich 
304511506630983680,Politics,meps amp commissioner degucht tradeeu to debate euus trade deal tafta  follow live  via eptrade committee
295914965607526401,Politics,vladimir putin has congratulated milos zeman on his election as president of the czech republic 
306797224870961152,Politics,rt ejournalusa live president obama speaks at the unveiling of the rosa parks statue at the capitol 
249199371604852736,Politics,efforts that promote hard work and personal responsibility over government dependency make america strong
306479933012729856,Sports, years ago this week one of the greatest soccer players ever made his debut gt 
305632208721416192,Sports,st test  n lyon to ms dhoni  runs  indvaus  bcci
294764445626945536,Politics,russian security council meeting social and economic issues the mali crisis 
301001515085225984,Politics,jack white pt ravi shankars posthumous award amp a tribute to bob marley wow the grammys only get better each year
304091152343244800,Sports,how about this for a shot brendon mccullum goes bonkers 
291859646866669568,Politics,rt foreignoffice foreign secretary williamjhague has spoken to media about the terrorist attack at a gas installation in algeria ht 
304267882731282433,Sports,pataudi memorial lecture was a wonderful evening for me personally both shastri amp gavaskar could have spoken more on tiger but even so
303782834538168320,Sports,so you thought batting and bowling superbly with an injured ankle in a world cup final was all ellyse perry could do 
300129549730054144,Sports,video jokonta puts the questions to aegon gb fedcup team captain judmoo  gbfedcup
34210978790907905,Sports,clubwah great tune
306723107782135808,Sports,amirkingkhan will fight exworld champ julio diaz in april his first contest in gb for two years  bbcsportsday
287235364303810560,Politics,the employment situation in december  while more work remains to be done todays employment report provides fu 
298829246174990338,Sports,rt glennmoore just finished up judging unsung hero and family club for this years fl awards two impressive winners to be revealed 
303536322746937344,Politics,find out how you can help reduce gun violence and protect our kidsuthen rt so your friends can too  nowisthetime
305288819547185152,Sports,shakib al hasan will miss bangladeshus tour of sri lanka to have surgery on his left calf muscle
301498220595539970,Politics,he shall from time to time 
302980609540775937,Sports,happy birthday ab de villiers 
304301636191412224,Sports,jeremie boga   to chelsea in the nextgenseries on  minutes cfc
291777608968986624,Politics,video in english press conference by chief cabinet secretary sugajanuary  amn
294380771882450944,Politics,rt helloindiafrica indiafrica young entrepreneurs u indiafrica at indiaadda in davos  wef ibnlive reutersdavos
301385923092963328,Sports,rt joydas just another day rt sardesairajdeep if rest of india was denied newspapers  days wed call it emergency what should kash 
306103190120693760,Politics,suverenkar how can i help
286541941607374849,Politics,outrage surrounding a sandy aid package that did not come up for a vote in the house torydunnancnn details the backlash in a p pkg
291870757104017409,Politics,medvedev  vehicles worth rub  bln will be purchased for emergency ministry units in  under the modernisation programme
304652493026115585,Politics,i am a hunter of small game and own a shotgun to do so but it is time to find a way to stop gun violence ugary f wedemandavote
303107404311175168,Sports,pakistan lose  for  to crumble to  all out is that the game or can ajmal work his magic again  savpak
304235220251590656,Politics,why are disabilityrights civilrights  statedrl
303445590300311552,Sports,new zealand bowler chris martin is seven ducks short of courtney walshus test record of  mondaymilestones
301976368860758016,Politics,rt pmoindia watch now prime minister dr manmohan singh and french president francois hollande fhollande to make statements to the m 
303693102416293889,Politics,a rice farmer in vietnam can lose  of harvest before it reaches the market how to prevent loss  keepwhatureap
295531534541266946,Sports,djokovic wants to keep it sweet ausopen peat 
304916123630071809,Sports,thethreestripes we like what you did there jay
306332683313762304,Politics,rt nitingokhale sent by a sardar friendninterviewer to sardar tell me  versions of java sardarji mar java mit java lut java me 
304488712920772609,Sports,sunny gavaskar i wish both teams plenty of luck  just a little bit more for the indians as they need it more than the australians
306041610452496384,Politics,the president has signed a law on the protection of people from tobacco smoke and the hazardous effects of smoking 
306716488956514304,Sports,fringbird ha
274817340347146240,Sports,testmatchsofa nope he was batting beautifully like a one day sensible attack levels the bowling was medicore but not poor just meh
298643138032046080,Politics,rt aseanindia skipper of ins sudarshini cdrshyam on makassar straits maritime history and significance  via  
302414183931207680,Sports,pak v sa test developing into tense contest  runs lead for either side could make the decisive difference
301692351766753280,Politics,euus trade deal eusfta will be good for growth amp jobs says martinschulz ep must approve it amp should be involved 
305914987916951553,Politics,i liked argo but didnt think it was especially profound or innovative the fuss is a little hard to comprehend
29079857799372800,Sports,rt jpcronje followtheashes i think the whole english team should go on a course before the cwc on how to use the referal system corre 
305987808118579200,Sports,st test over   runs m henriques  n lyon  aus  indvaus  bcci
260400474044379136,Politics,i have championed small business throughout my career amp understand the value of our nationus job creators 
259414847308042242,Politics,sign the petition if you want to know what barackobama will do to make the next  years different than the last  
291100539108859904,Politics,rt bdutt extremist deologies shrinking space for nationalism that is humane honest dignified truth resides between jingoism amp w 
277311058769756160,Politics,as i am former prisoner number  there is a special place in my heart  all those that are denied access to their basic human rights
306477279733747712,Politics,obama make sure your voice is heard let your leaders know what you expect of them let them know what you believe jobsovercuts
304134754956091392,Politics,eubudget  discussions in epbudgets w eubudget commissioner lewandowski live from am cet 
305072432551714819,Sports,rt sarahborwell loving seeing all the brits in iowa city such a high standard of tennis 
281451879236505600,Politics,congressional republican ucplan bud legislation cuts taxes for millionaires fails to meet the test of balance 
304011014804996096,Sports,what milestone did james blakes daughter achieve today find out in our qampa from memphistennis  atp tennis
287266158892175360,Politics,white board heres whats in the taxpayer relief act of  
305987792578691072,Sports,calling all licensed coacheslogin to tennis icoach and check out our editors pick for this monthdeveloping juniors 
293396816723079168,Politics,president obama is all smiles after walking out during his inauguration ceremony pomo pomo
304368276237058048,Sports,check out nitrocircuslive warming up for their big stunt awesome insane cantwaitforausgp 
300124370804817921,Politics,next up in our series of the worlds fastest growing economies south sudan which may grow by  in  
305545542077915136,Sports,lyonds got sachin with beauty not easy to beat the wellset master batsman but the extent of turn wud have sounded the alarm in both teams
281772010735038464,Politics,president we can see positive signals from the new georgian authorities and believe that relations between our nations should be normalised
304205168482848768,Politics,the pm has spent the last  days visiting india with a british business delegation catch up on the news  pmindia
301427182142631938,Politics,rt flotus some amazing americans will be next to me for barackus state of the union address read their incredible stories  
306419363936878593,Sports,more from cardiff farquharson beats   burton beats roy    gabb beats goodall  
303731039115816960,Sports,mahela jayawardene has fractured a finger on his left hand he is unlikely to play in the series against bangladesh
295518726651015169,Sports,djokovic its been an incredible match as we could have expected we push each other to the limit ausopen peat
295525588217765888,Sports,murray when youre playing points like we were the positions youre getting yourself into on the court you expect thse sort of things
298573654629957632,Politics,targeted career advice for military spouses in the pacific northwest 
253600171773030400,Politics,we couldnt have said it better ourselves the middle class cantaffordmore 
260544413443424257,Politics,dont forget to follow our team romneyresponse alcivar kristymcampbell brendanbuck amhenneberg ryangop noonanjo
300259623808679939,Sports,well done to the gb u boys who are in the final of the tenniseurope winter cups tomorrow and await the winners of serbia v czech republic
303174499048775682,Sports,with  victories graeme smith is now the winningest test captain 
305053481922854914,Sports,happy nd birthday to kuznetsov and well done on reaching the atpcopaclaro doubles sfs nice cake atp tennis 
306441214465568768,Politics,worth a read and rt president obamas plan to prevent severe budget cuts vs republican inaction  jobsovercuts
24047319569,Sports,cuellar hey follow us and help us to get more followers it would be highly appreciated what do you make on the houllier appointment
305670459058425857,Sports,for live updates from the capitalonecup final at wembleystadium today join us over on our capitalonecup account
296975765386457092,Politics,medvedev there is evident social demand for fundamentally new modern standards of social institutions in russia
300541848416567297,Sports,gbfedcup bulgaria erases three break points and holds for 
304525493472997376,Sports,dale steyn has  test wickets u  behind allan donald who is rd among sa test wickettakers pollock  ntini  donald 
250325306727084032,Politics,barackobamaus policies toward china have cost american workers their jobs we canut afford four more years 
306257416687865856,Sports,st test over   runs n lyon  m henriques  aus  indvaus  bcci
284560381454741505,Politics,west wing week  or best of the west wing week  welcome to the best of the west wing week thats r 
306263739949252608,Sports,st test over   runs m vijay  v sehwag  ind  indvaus  bcci
293995293341523968,Politics,pm i want europe to be a success and i want a relationship between britain amp eu that keeps us in it euspeech
305954369600360448,Sports,st test over   runs m wade  m clarke  aus  indvaus  bcci
285614438898348032,Politics,no people in one part of the world could really be free while their brothers in other parts were still under foreign rule nelsonmandela
275789331560542208,Politics,pms comments after  ministers meeting on dec  on north koreas planned missilesatellitelaunch 
304597322485084160,Sports,michael kiddgilchrist defying the laws of gravity gt 
284831722888130560,Politics,president obama urges congress to prevent tax hikes on middle class americans 
304730668603158528,Sports,petr cech speaking with czech journalists after the game tonight cfc 
305237687093321728,Sports,rt melindafarrell digger reads todays smhsport article to his mates at traeger park imparjacup 
302840542360907776,Politics,rt fabooks britains chiefrabbi reviews a new book on politics and antipolitics in the hebrew bible 
289777945977966592,Politics,condolences to president of pakistan asif ali zardari following the terrorist attacks  
305339027731673088,Politics,today in  bin laden declares jihad against jews and crusaders read bernard lewis report from the time 
305689311033044992,Sports,city sub rodwell off tevez on  mins played cfc
301526987292434432,Politics,obama the state of the union is strong sotu
305127066121150464,Sports,and now jimmyanderson gets in on the act having kane williamson caught behind england are flying and nz are in trouble at  nzveng
283992486597230592,Politics,video in englishpress conference by prime minister shinzo abe december  n
300531004345573376,Sports,rt piersnewbery gb  bulgaria  robson wins   one more point required watson ranked  v pironkova  next score update 
293388465440186369,Politics,following inauguration dayu 
304823841232936960,Politics,here it is the first shot of the bcim car rally convoy flagoff at pm today from kolkata bcim 
304930047763046400,Politics,justice usha mehra commission report submitted much ahead of time govt will give serious consideration says sh ashwani kumar
305181785678049282,Sports,alastair cook and ian bell are out in the middle and englands chase is about to begin engvnz
304540615364997120,Sports,michael clarke needs  runs to become the th australian to score  test runs
306496178588090368,Politics,make sure your friends know whats at stake for middleclass families if congress fails to avoid severe budget cuts 
304639021055873024,Sports,rt adidasuk its time for chelseafc to go allin rt if youre watching the game tonight 
303050818003812353,Sports,   mccullum the b version hasnt given this up  nzveng
301662452104445953,Politics,meps in turkey for meeting on eu accession negotiations amp situation in syria with hflautre andrewduffmep jklute
302396721739202560,Politics,medvedev we must take advantage of publicprivate partnerships which would allow us to double road construction in the next ten years
295529849148276736,Sports,djokovic im just glad to be a winner once more ausopen peat
277115567427702784,Politics,the nations capital sure looks pretty at this time of year photos 
304666246044086272,Politics,peacecorps helping to renovate art center in botswana to help artists produce masterpieces  embassygaborone
298694674082840576,Politics,rt bdutt as a journalist i maintain that media is partly guilty for making the fringe feel its centrestage amp giving it power it n 
291522415454986240,Sports,four scorchersbbl win bbl bigfinals
305930045640282112,Sports,indvaus aus  davidwarner and eddiecowan at the crease live blog 
301519174574931971,Politics,itus not a bigger government we need but a smarter government that sets priorities and invests in broadbased growth jobsnow
304688736808079360,Sports,kadlec is brought down and sparta prague have a freekick which is taken quickly cfc
299726046419353600,Sports,selectors to choose team v oz on sunday but bhajji and sreesanth have only today in the irani cup to stake their claims for a place
291334075816505345,Sports,preview big semi final   scorchersbbl v starsbbl  bigfinals bbl
292159699007197184,Politics,video in english press conference by chief cabinet secretary suga january  am
34209525888188416,Sports,well thats end of an anticlimactic tour i suspect the england team will already be through passport control well done lads
304851616153092096,Sports,rt akahmed cricketicc the wining moments of pakistan was unforgetable and the speech of imran khan ncwc
296500052095008768,Politics, nelsonmandela arrives in addis ababa to address pan african freedom movement of east amp central africa conference nelsonmandela
292056606177361921,Sports,lehmann like lukes new look  bbl bigfinals
306150221853888512,Sports,weure in the final push toward the postseason of college hoops amp there are still a ton of questions to be answeredgt 
303156913510682624,Sports,hashim amla showing why hes the worlds no  batsman guiding sa towards another test win  savpak
39218220682584064,Sports,wow my prediction skills do not rate
306503679492632577,Sports,rt bbclive text us on  call    or tweet us using the hashtag playeroftheyear livesport
296766945666166786,Sports,thijsronhaar head over to the aoshop  should have what youre looking for
306782106212790272,Politics,starting now join the chat on passengerrights with mep brian simpson 
274816437242183680,Sports,is anyone else getting the feeling the two teams did their second innings first ausvrsa ausvsa
294153074036060160,Politics,surprise president and mrs obama greet white house tour bo was there too 
304243924657115136,Politics,rt whitehouse if congress doesnt act automatic budget cuts will hurt our economy amp middle class families  h 
299535813623025664,Sports,looking for rafaelnadal comeback highlights from vtropen  look no more  atp
306799567955951616,Politics,happening now president obama speaks at the unveiling of the rosa parks statue at the capitol 
296984373276844032,Politics,medvedev all educational institutions must be equipped for persons with health restrictions government
305932554484215809,Sports,rt altcricket david warner has a bout of gastro lets hope he doesnt get the wrong sort of runs indvaus
301684083472334849,Sports,story on aegonuk gb fed cup team playing in argentina quote from judmoo and other news around lta womens tennis 
298377398947282944,Politics,in this world in which we have the means to cure many of the cancers that only a decade ago were considered cont 
301397764691075072,Politics,north korean society is changing all around its young leader and provocations might not be enough to save him 
299798063701192704,Sports,tendulkar has lured a few thousand to wankhede today batting well too what rohit was trying hwvr beats understanding hara kiri i suppose
291522639825092608,Sports,game over scorchersbbl def starsbbl by  wickets dl method bbl bigfinals
305292004273823745,Politics,prasanto either way starbucks coffee is terrible
306096338699968512,Sports,joeroot is enjoying his time in queenstown  nzveng 
279463680603721728,Politics, december  nelsonmandela launches his autobiography long walk to freedom
292657757990051840,Sports,federer is  vs players born in the s see stats of his  grand slam match wins milestone  atp
300166077411909632,Sports,gbfedcup robson holds for  to open the decider
302023655054000129,Politics,medvedev ineffective universities must be restructured without violating the rights of students and faculty members
299120956641779712,Sports,eddie colman  u aged  winghalf rememberingmunich 
302541536653107200,Politics,tune in combating postharvest loss the fight against global hunger   estutc  keepwhatureap econengage
304882843060936706,Sports,inexperienced attack what ehsan adil removes graeme smith in his first over at the test level  savpak
292572567766708224,Sports,hogg all over pomersbach four dot balls in a row now bbl
304576836418011138,Politics,in  hour learn about empowering lgbt youth amp combating homophobia through sports with angelahucles at  statedrl
302451657642475520,Politics,rt elisugarman check out my latest piece on moqtada alsadr back in black  via foreignaffairs
305501937208528896,Sports,klife just the premium zone you have purchased tickets for note turn  sunday tickets are already sold out
301565317778382848,Politics,protectionism is counter productive it delays recovery and deepens recession anand sharma at nasscom
304273224676552705,Politics,seckerry foreign assistance isnut a charity it is an investment in a freer world statedrl
26531135932596224,Sports,bassdropsydney hed be the only batsman to score a fifty made entirely of headers
276366880959238145,Politics,whats happening in washington this afternoon check out our slate of live events here 
304646301268713472,Sports,want to volunteer for the cricketicc champions trophy  become a cricketeer today  ct
305829628281499648,Sports,even if theres something else on your tv you can still watch hoops with watchespn thats clutch gt 
305183824571142144,Sports, partnership up between mclarke and peter siddle stubborn batting in chennai  indvaus
305268521162653696,Sports,indvaus india   overs left today lyon continues
295514592539467776,Sports,djokovic snuggles the ausopen silverware pete ausopenfinal 
303062369200910337,Sports,australia has won the toss and elected to bat against the west indies in the wwc final play begins in  minutes
306707398297534465,Sports,hashim amla has become only the th batsman in the history of the game to break the rating points barrier in iccrankings
300961937230024704,Politics,had my first starbucks coffee in mumbai today 
301946468187639808,Sports,rt telegraphsport reuters now reporting that oscar pistoriuss girlfriend has died after he shot her believing she was a burglar
285800527277748226,Politics,waiting for the ball to drop  literally torydunnancnn counts down the hours before the fiscal cliff deadline live paet from ny
271262811999580162,Politics,the main issue at the russian security councils meeting protecting russias economic interests following wto entry 
303152110025990144,Sports,deandra dottin says hello with two sixes as her first scoring shots  wwc
305145747567943683,Sports,trying to defend kevin durant and russell westbrook cannot be fun
291536422198992896,Sports,watch the final moments of tonights bigfinals thriller  bbl
300543092384227328,Sports,gbfedcup watson again does a good job of holding for 
296820135589720064,Sports,martinbecca awesome youll definitely have to come down and visit us then d grandslamfan
305635571387203585,Sports,st test over   runs b kumar  ms dhoni  ind  indvaus  bcci
306778809363988480,Sports,avatar see the previous tweet dan  aston villa amp everton
304270889711702017,Politics,seckerry the transatlantic trade agreement with the eu will soon be the largest bilateral relationship in us history useu
293390505251860480,Politics,pres obama arrives at the capitol moments before hes sworn in as president pomo
295923550089527296,Politics,rt dcms hard to believe itus  mths since london our infographics reveal the legacy of games over next decade 
303786574309642241,Politics,rt pmoindia pm we shared our perspectives on the security and political transition in afghanistan
299110479337492480,Sports,on the th anniversary of arthurashes death we republish a great bio by budcollins  atp tennis ashe
302749791790723072,Politics,women coconut pollinators scale new heights  via thehindu
291884818462035969,Sports,federer looks back over the past  years and ahead to his tomic australianopen clash  atp tennis
304840641161097216,Politics,shammybaweja true that
306459037426405376,Sports,swansea have finally arrived at the citys guildhall to rapturous applause from the swans faithful after their league cup swansparade
306463718320009216,Sports,rt liverugby just about last straw for lwelsh as they bid to avoid relegation facing discipy hearing for fielding ineligible player 
282001602775224321,Politics, december  nelsonmandela attends the opening of the convention for a democratic south africa codesa
301556688312487937,Politics,social affairs delegation in germany to assess progress on ground handling services airports amp more pervencheberes juttasteinruck
301663195075063809,Politics,medvedev legal and institutional conditions must be created to improve financial market liquidity and to attract more investors
291494328105320448,Sports,one over left starsbbl   coulternile to bowl the last bbl bigfinals
296669705731727361,Politics,rt justinegreening great news that kuwait conference on syria has exceeded the donor target of bn including from uk xam today 
300539090904952832,Sports,gbfedcup bulgaria serves an ace for  in the second
296370248431595520,Politics,watch live president obama speaks on comprehensive immigration reform 
303817043868790785,Sports,rt victormoses morning everyone ill be running a competition soon with chelseafc to win a signed shirt when i get to  followe 
305160375651946496,Sports,new zealand lose their seventh wicket as the outstanding finnysteve strikes again to have nathan mccullum caught at slip  nzveng
291493213297074176,Sports,two overs left starsbbl  bbl bigfinals
306378248449839105,Sports,bencasablancas thats a tough one it all depends on how much youd like to spend maybe ask around on our forums 
280945421763878913,Politics,policing helps but the best way to prevent sexual attacks is by severely punishing criminals its they that should be afraid not our women
296822755519774720,Sports,wimbledonwestie next time you can stay up and chat with the sleepisfortheweak crew 
306368126126276609,Sports,local schools could win free girlsonly coaching with the chelsealfc and cfcfoundation more info here  
304884491321737216,Politics,hm govt is committed to combat such cowardly terror attack and make all possible efforts to apprehend the perpetrators of the blasts
304611444819914754,Sports,he was a brilliant ownerand he was even a better person with a great heart  kobebryant on jerry buss 
289004372430561280,Politics,the government discussed the set of ecological events that will take place in  as part of the year of environmental protection
304356431459659776,Politics,rt flotus a new term a new official portrait of the first lady 
289180014094729217,Politics,on jan  pm shinzo abe attended the petroleum association of japan new year party held in tokyon
305533842914160642,Sports,indvaus india  jpattinson beating the outside edge of tendulkar twice last over
300230787977080832,Sports,gbfedcup hungary take the robson serve again and lead  serving for the match
299498267467726849,Politics,prime minister the system of postprivatisation monitoring of new owners performance must be launched in the near future
301343759470317571,Politics,how should obama handle the afghanistan endgame former us officials debate 
300113824009314304,Politics, february  state presidentus minute number  is issued authorising the release from prison of nelson rolihlahla mandela
300236481568587776,Politics,virtual tour the european parliament is too far away we proudly present a xb panorama view of your meps ep  ep
305958418106179584,Sports,st test over   runs m clarke  m henriques  aus  indvaus  bcci
294519045913464832,Politics,dmitry medvedev has participated in a discussion of g issues in davos wef 
304213771998609408,Sports,cahill jt is a massive character and massive leader for us and its good to have him back cfc
303520609969786880,Sports,did watching the wwc change your views on womens cricket tell us what is your favourite thing about the womens game cricket
288915349376737280,Politics,video in english press conference by chief cabinet secretary sugajanuary  am 
301373398620188673,Politics,watch obamas sotu address with enhanced graphics charts and useful stats on his plan to keep us moving forward 
281772973625589761,Politics,putin we must agree on disclosure terms with offshore zones and improve our investment climate to relieve economy from offshore activity
296648872099454976,Politics,ministry of commerce and industry has announced the setting up of ebiz indias first government to business portal 
304550301694836736,Sports,wheresjackie  where do you think jackie is have a guess and make sure you include the hashtag with your answer 
297143784918093824,Politics,highlighting inclusion diversity and human rights at the special olympics world winter games 
305973410226384896,Sports,st test  r ashwin to j pattinson  runs  indvaus  bcci
294023934440001536,Politics,rt pmoindia prime minister dr manmohan singh presents the nd s k singh award for excellence in foreign service in new delhi today htt 
301718112955416576,Politics,the president a new classification of natural resources should be developed that would be closer to international standards
306268573125464064,Sports,st test over   runs v sehwag  c pujara  ind  indvaus  bcci
303064261511495680,Sports,nz has defeated england by  wickets in a thrilling match england can no longer be top of the iccrankings at the end of the series nzveng
303732216263999489,Politics,on feb  pmabe held st advisory council on establishment of a national security council 
306792198723227649,Sports,fifa extends bans issued to  playersofficials from italy and four from south korea for matchfixing  bbcfootball
291870281151168512,Politics,dmitry medvedev  billion roubles has been allocated in  for additional payments to approximately  form tutors
306324675821203457,Politics,railway budget project of sms alerts to passengers providing updates on reservation status
293035202152906752,Politics,rt karincaifacnn dcs union station decked out in massive american flags for inauguration 
306489195873062912,Sports,real madrid starting xi v barcelona lxfpez ramos varane pepe coentrao xabi alonso khedira cristiano ronaldo xdzil di marxeda higuaxedn
292557321698152448,Sports,game on pomersbach and forrest taking guard in the big final michael beer to take the new ball bbl bigfinal
29097901489651713,Sports,that drop of haddin could be costly looking in good touch at drinks lovely evening here at the scg  ausveng
304181675867381760,Sports,rt gigisalmon join us from pm for live coverage of barcelona v chelsea nextgenseries last  off match  cfc v prague buildup 
292195722344923136,Politics,pm is about to chair cobr about ongoing situation in algeria
301538697248137216,Politics,obamas plan grows the economy by investing in manufacturing infrastructure clean energy and education wo raising the deficit jobsnow
305055892808802305,Sports,rt mitchkramer espn favoritesportsposter jagr  czechmate 
284410358964314113,Politics,year in review dont double my rate  as  comes to a close were looking back at some of the years policy 
255481552090329088,Politics,it is time to change course in the middle east america must have confidence in our cause clarity in our purpose and resolve in our might
306487092408614912,Sports,everton have not lost an facup replay against a third tier team since  when they lost  at home to leyton orient notjinxingit efc
303065088770850816,Politics,check out the interactive route map of the bcim car rally on our facebook page  
299911585323954176,Politics,pm every previous time multiyear deals have been agreed spending has gone up not this time euco eubudget
302135484149284864,Politics,rt if you agree nobody who works fulltime should have to live in poverty its time to raise the minimum wage to  an hour livingwage
301938693181145089,Sports,rt manishkalghatgi cricketwallah dev anand and nutan in tere ghar ke saamne dil ka bhawar romance peaks as they descend from kutu 
306718024575098880,Sports,gordbrodie haha
306782136583737344,Sports,detfootballer there are too many to list
305636656277499905,Sports,st test over   runs b kumar  ms dhoni  ind  indvaus  bcci
288904872718381056,Politics, nelsonmandela returns from trip to kwazulunatal where he briefed chief luthuli amp others on his pending underground trip
300450714331787264,Sports,iamcrk hi there
293494197821001730,Politics,it wasnt a kiss cam but it may well have been the president and first lady get in a few smooches before the parade very cute pomo
306001106700492800,Sports,dylanlynchk congratulations
248788740389085184,Politics,medicare is going broke our plan will preserve medicare for our seniors amp strengthen medicare for the next generation 
304543483560067072,Politics,haroldholzer lincoln personally believed that women should vote a very liberal position  years before women were given the right
306073220593905665,Sports,what is your favorite movie featuring a famous athlete reply with bestsupportingathlete and weull rt a few
295747857124823040,Politics,pm abe met with participants of ship for world youth swy program  youths from  nations are in the program 
252818987396780032,Politics,last day to enter for a chance to visit hq in boston for debate night get started 
